Cause,Code (Data6),Sex,Year,DALY,Mental_health_legislation,Mental_health_policy,GDP_per_Capita,Mental_health_professional,WHO_Support per 100k,Health expenditure per capita.Value
Bipolar disorder,RUS,Male,2015,89181.33105,No data,No data,9313.021484,Psychologists,4.6,499
Bipolar disorder,RWA,Male,2015,5960.06056,No data,No data,733.8874728,No data,0,48.80509567
Bipolar disorder,WSM,Male,2015,83.16093741,No data,No data,4048.467113,No data,0,238.0906982
Bipolar disorder,STP,Male,2015,112.1605414,No data,No data,1292.733055,No data,0,84.50744629
Bipolar disorder,SAU,Male,2015,33576.04383,No data,No data,20442.36606,No data,0,1198.336304
Bipolar disorder,SEN,Male,2015,7517.928101,No data,No data,1238.1264,No data,0,54.20389557
Bipolar disorder,SRB,Male,2015,6140.913,No data,No data,5588.979444,No data,0,491.25177
Bipolar disorder,SYC,Male,2015,61.16377733,No data,No data,14894.48578,No data,0,623.9987793
Bipolar disorder,SLE,Male,2015,3829.338685,No data,No data,581.2934118,No data,0,114.1648254
Bipolar disorder,SGP,Male,2015,3853.696387,No data,No data,55645.60686,No data,0,2279.01709
Bipolar disorder,SVK,Male,2015,3799.411552,No data,No data,16390.88217,No data,0,1109
Bipolar disorder,SVN,Male,2015,1464.197707,No data,No data,20890.16643,No data,0,1776
Bipolar disorder,SLB,Male,2015,232.9783731,No data,No data,2134.805418,No data,0,94.91165924
Bipolar disorder,SOM,Male,2015,7943.296089,No data,No data,0,No data,0,0
Bipolar disorder,ZAF,Male,2015,32415.01014,No data,No data,6204.929901,No data,0,499.3633423
Bipolar disorder,SSD,Male,2015,4808.825572,No data,No data,1071.777765,No data,0,0
Bipolar disorder,ESP,Male,2015,40213.4969,No data,No data,25754.36103,Psychiatrists,9.7,2349.09375
Bipolar disorder,ESP,Male,2015,40213.4969,No data,No data,25754.36103,Nurses,2.9,2349.09375
Bipolar disorder,ESP,Male,2015,40213.4969,No data,No data,25754.36103,Social workers,0.1,2349.09375
Bipolar disorder,LKA,Male,2015,11505.30147,No data,No data,3990.353117,No data,0,147
Bipolar disorder,LCA,Male,2015,158.297445,No data,No data,10290.37157,No data,0,464.5744324
Bipolar disorder,VCT,Male,2015,101.7959687,No data,No data,7386.746638,No data,0,303.9425354
Bipolar disorder,SDN,Male,2015,23955.91852,No data,No data,1355.126099,Psychiatrists,0.1,98.24565125
Bipolar disorder,SDN,Male,2015,23955.91852,No data,No data,1355.126099,Social workers,0.6,98.24565125
Bipolar disorder,SUR,Male,2015,480.4802634,No data,No data,8907.837258,No data,0,517.3849487
Bipolar disorder,SWE,Male,2015,8853.109903,No data,No data,51545.48361,No data,0,5599
Bipolar disorder,CHE,Male,2015,7191.677572,No data,No data,83806.4476,Psychiatrists,44,9082.450195
Bipolar disorder,CHE,Male,2015,7191.677572,No data,No data,83806.4476,Nurses,92.7,9082.450195
Bipolar disorder,CHE,Male,2015,7191.677572,No data,No data,83806.4476,Psychologists,84.1,9082.450195
Bipolar disorder,SYR,Male,2015,12879.65819,No data,No data,0,No data,0,0
Bipolar disorder,TWN,Male,2015,9392.204214,No data,No data,0,No data,0,0
Bipolar disorder,TJK,Male,2015,5355.07558,No data,No data,970.3625997,No data,0,64
Bipolar disorder,TZA,Male,2015,25184.70278,No data,No data,929.7998047,Psychiatrists,0.1,32.90985107
Bipolar disorder,TZA,Male,2015,25184.70278,No data,No data,929.7998047,Nurses,0.4,32.90985107
Bipolar disorder,TZA,Male,2015,25184.70278,No data,No data,929.7998047,Social workers,0.1,32.90985107
Bipolar disorder,TZA,Male,2015,25184.70278,No data,No data,929.7998047,Psychologists,0,32.90985107
Bipolar disorder,THA,Male,2015,41103.64153,No data,No data,5708.794091,No data,0,219.9191132
Bipolar disorder,TLS,Male,2015,551.7592213,No data,No data,1322.929094,No data,0,101.4206314
Bipolar disorder,TGO,Male,2015,3744.848533,No data,No data,770.1433793,No data,0,37.41205215
Bipolar disorder,TON,Male,2015,43.90891346,No data,No data,4117.931047,No data,0,169.9488831
Bipolar disorder,TTO,Male,2015,1235.293511,No data,No data,18508.7705,No data,0,1039.057495
Depressive disorders,ASM,Male,2015,92.85942832,No data,No data,0,No data,0,0
Depressive disorders,AND,Male,2015,192.2783699,No data,No data,0,No data,0,2688.206299
Depressive disorders,AGO,Male,2015,56539.3103,No data,No data,3217.339244,No data,0,107.6435623
Depressive disorders,ATG,Male,2015,140.9640688,No data,No data,15985.54114,No data,0,784.6453857
Depressive disorders,ARG,Male,2015,86631.64105,No data,No data,13789.06042,No data,0,1525.053101
Depressive disorders,ARM,Male,2015,5422.286833,No data,No data,3666.141822,No data,0,371
Depressive disorders,AUS,Male,2015,69623.35005,No data,No data,56758.8692,Psychiatrists,13.5,5322.971191
Depressive disorders,AUS,Male,2015,69623.35005,No data,No data,56758.8692,Nurses,90.6,5322.971191
Depressive disorders,AUS,Male,2015,69623.35005,No data,No data,56758.8692,Psychologists,103,5322.971191
Depressive disorders,AUT,Male,2015,15233.69973,No data,No data,44195.81759,No data,0,4613
Depressive disorders,BGD,Male,2015,362022.1686,No data,No data,1236.004392,No data,0,33.53680038
Depressive disorders,BRB,Male,2015,574.9832501,No data,No data,17023.69436,Nurses,63.3,1158.393066
Depressive disorders,BLR,Male,2015,26252.60023,No data,No data,5967.06856,No data,0,353
Depressive disorders,BEL,Male,2015,28670.44656,No data,No data,41008.29672,No data,0,4442.401367
Depressive disorders,BLZ,Male,2015,675.1263045,No data,No data,6098.60008,No data,0,285.8498535
Depressive disorders,BEN,Male,2015,17775.60383,No data,No data,1041.652523,No data,0,28.41767883
Depressive disorders,BMU,Male,2015,137.666414,No data,No data,0,No data,0,0
Depressive disorders,BTN,Male,2015,1994.783907,No data,No data,2695.636924,No data,0,96.52057648
Depressive disorders,CHL,Male,2015,42121.88717,No data,No data,13567.35722,No data,0,1133.279785
Depressive disorders,CHN,Male,2015,3264308.78,No data,No data,8016.445595,Psychiatrists,2.2,393.7799072
Depressive disorders,CHN,Male,2015,3264308.78,No data,No data,8016.445595,Nurses,5.4,393.7799072
Depressive disorders,COL,Male,2015,77110.72922,No data,No data,6228.651622,No data,0,468.6054382
Depressive disorders,COM,Male,2015,1240.438849,No data,No data,1322.936775,No data,0,60.86703491
Depressive disorders,COD,Male,2015,173070.2953,No data,No data,482.0645686,No data,0,19.13417244
Depressive disorders,COG,Male,2015,11538.05841,No data,No data,2455.34791,No data,0,57.67850113
Depressive disorders,CRI,Male,2015,9337.310899,No data,No data,11529.95517,No data,0,875.3497315
Depressive disorders,CIV,Male,2015,40253.47439,No data,No data,1941.581898,No data,0,62.51667023
Depressive disorders,HRV,Male,2015,9544.275322,No data,No data,12098.51203,No data,0,796
Depressive disorders,CUB,Male,2015,30754.10973,No data,No data,0,No data,0,985.4190064
Depressive disorders,CYP,Male,2015,2211.34643,No data,No data,23408.44141,Nurses,35,1596
Depressive disorders,CYP,Male,2015,2211.34643,No data,No data,23408.44141,Social workers,0,1596
Depressive disorders,CZE,Male,2015,21760.55652,No data,No data,17829.69832,Psychiatrists,12.4,1314.83728
Depressive disorders,CZE,Male,2015,21760.55652,No data,No data,17829.69832,Nurses,30.4,1314.83728
Depressive disorders,CZE,Male,2015,21760.55652,No data,No data,17829.69832,Social workers,1.2,1314.83728
Depressive disorders,CZE,Male,2015,21760.55652,No data,No data,17829.69832,Psychologists,2.5,1314.83728
Depressive disorders,DNK,Male,2015,11501.38013,No data,No data,53254.85637,No data,0,5532
Depressive disorders,DJI,Male,2015,2369.573712,No data,No data,0,No data,0,80.65351105
Depressive disorders,DMA,Male,2015,130.6351973,No data,No data,7724.042411,No data,0,398.5212402
Depressive disorders,DOM,Male,2015,19169.35938,No data,No data,6838.936746,No data,0,322.9460754
Depressive disorders,ECU,Male,2015,30749.31826,No data,No data,6130.586676,No data,0,466.2375183
Depressive disorders,EGY,Male,2015,181557.6304,No data,No data,3370.382447,No data,0,173.5194397
Depressive disorders,SLV,Male,2015,10572.57586,No data,No data,3761.51368,No data,0,329.4425049
Depressive disorders,GNQ,Male,2015,3091.836593,No data,No data,9788.983804,No data,0,229.1193543
Depressive disorders,ERI,Male,2015,11038.24435,No data,No data,0,No data,0,26.82466125
Depressive disorders,EST,Male,2015,3257.104038,No data,No data,17402.03761,No data,0,1156.202759
Depressive disorders,SWZ,Male,2015,2670.418921,No data,No data,3583.31129,No data,0,252.6778259
Depressive disorders,ETH,Male,2015,204650.0794,No data,No data,630.3126194,No data,0,23.53430557
Depressive disorders,FJI,Male,2015,1799.927582,No data,No data,5105.189612,No data,0,169.7298126
Depressive disorders,FIN,Male,2015,16438.31469,No data,No data,42801.90812,No data,0,4128
Depressive disorders,FRA,Male,2015,167574.2945,No data,No data,36652.92231,No data,0,4201.781738
Depressive disorders,GAB,Male,2015,4502.116787,No data,No data,7090.454634,No data,0,188.4241791
Depressive disorders,GMB,Male,2015,3058.001196,No data,No data,611.6712191,No data,0,19.42744446
Depressive disorders,GEO,Male,2015,6898.368853,No data,No data,4014.111651,No data,0,294
Depressive disorders,DEU,Male,2015,196484.8994,No data,No data,41103.25644,Psychiatrists,13.2,4627.35791
Depressive disorders,DEU,Male,2015,196484.8994,No data,No data,41103.25644,Psychologists,49.6,4627.35791
Depressive disorders,GHA,Male,2015,50819.95615,No data,No data,1711.271317,No data,0,77.74266815
Depressive disorders,GRC,Male,2015,26946.8177,No data,No data,18083.87791,No data,0,1481.419678
Depressive disorders,GRL,Male,2015,243.3732147,No data,No data,0,No data,0,0
Depressive disorders,GRD,Male,2015,234.6294726,No data,No data,8379.621847,No data,0,389.3938294
Depressive disorders,GUM,Male,2015,448.1672648,No data,No data,0,No data,0,0
Depressive disorders,GTM,Male,2015,27915.33819,No data,No data,3994.629085,No data,0,233.4156647
Depressive disorders,GIN,Male,2015,17096.05809,No data,No data,756.4255898,No data,0,43.94221497
Depressive disorders,GNB,Male,2015,2720.545846,No data,No data,585.9570126,No data,0,52.38645935
Depressive disorders,GUY,Male,2015,2159.787387,No data,No data,5668.429765,No data,0,228.0209503
Depressive disorders,HTI,Male,2015,17768.86355,No data,No data,1405.714786,No data,0,68.24273682
Depressive disorders,HND,Male,2015,12794.70348,No data,No data,2257.225284,No data,0,168.9259338
Depressive disorders,HUN,Male,2015,19682.98128,No data,No data,12717.0386,No data,0,871
Depressive disorders,ISL,Male,2015,625.3159492,No data,No data,52951.68151,No data,0,4270
Depressive disorders,IND,Male,2015,3073231.302,No data,No data,1590.174331,No data,0,58
Depressive disorders,IDN,Male,2015,376208.2116,No data,No data,3322.581679,No data,0,97.16175842
Depressive disorders,IRN,Male,2015,317764.6976,No data,No data,4990.936795,No data,0,384.2598572
Depressive disorders,IRQ,Male,2015,91003.63476,No data,No data,4416.942924,No data,0,148.3005981
Depressive disorders,IRL,Male,2015,12787.21582,No data,No data,62179.26427,No data,0,4575.944824
Depressive disorders,ISR,Male,2015,19076.70311,No data,No data,36206.52222,No data,0,2661
Depressive disorders,ITA,Male,2015,131875.173,No data,No data,30242.38614,Psychiatrists,6,2676
Depressive disorders,ITA,Male,2015,131875.173,No data,No data,30242.38614,Nurses,23.5,2676
Depressive disorders,ITA,Male,2015,131875.173,No data,No data,30242.38614,Social workers,2.6,2676
Depressive disorders,ITA,Male,2015,131875.173,No data,No data,30242.38614,Psychologists,3.8,2676
Depressive disorders,JAM,Male,2015,4552.073501,No data,No data,5077.550984,Psychiatrists,1.2,285.59729
Depressive disorders,JAM,Male,2015,4552.073501,No data,No data,5077.550984,Nurses,10.3,285.59729
Depressive disorders,JAM,Male,2015,4552.073501,No data,No data,5077.550984,Social workers,0.5,285.59729
Depressive disorders,JAM,Male,2015,4552.073501,No data,No data,5077.550984,Psychologists,0.4,285.59729
Depressive disorders,JPN,Male,2015,279788.2905,No data,No data,34960.63938,No data,0,3755
Depressive disorders,JOR,Male,2015,23726.21108,No data,No data,4064.25301,No data,0,303.2345276
Depressive disorders,KAZ,Male,2015,40767.57618,No data,No data,10510.77032,No data,0,314
Depressive disorders,KEN,Male,2015,84331.56374,No data,No data,1496.653573,No data,0,71.3065033
Depressive disorders,KIR,Male,2015,211.6143246,No data,No data,1459.143983,Nurses,2.7,118
Depressive disorders,KIR,Male,2015,211.6143246,No data,No data,1459.143983,Social workers,0.9,118
Depressive disorders,PRK,Male,2015,47610.89182,No data,No data,0,No data,0,0
Depressive disorders,KOR,Male,2015,107305.0199,No data,No data,28737.43917,No data,0,1894.347534
Depressive disorders,KWT,Male,2015,12113.10937,No data,No data,29315.19851,No data,0,1235.618896
Depressive disorders,KGZ,Male,2015,11167.18181,No data,No data,1121.082696,No data,0,81
Depressive disorders,LAO,Male,2015,11236.9191,No data,No data,2125.459057,No data,0,52.15144348
Depressive disorders,LVA,Male,2015,4778.240023,No data,No data,13786.4568,Psychiatrists,10,776
Depressive disorders,LVA,Male,2015,4778.240023,No data,No data,13786.4568,Nurses,22.8,776
Depressive disorders,LBN,Male,2015,18710.54561,No data,No data,7802.751368,Psychiatrists,1.2,578.645813
Depressive disorders,LBN,Male,2015,18710.54561,No data,No data,7802.751368,Nurses,3.1,578.645813
Depressive disorders,LBN,Male,2015,18710.54561,No data,No data,7802.751368,Social workers,1.3,578.645813
Depressive disorders,LBN,Male,2015,18710.54561,No data,No data,7802.751368,Psychologists,3.3,578.645813
Depressive disorders,LSO,Male,2015,6888.476125,No data,No data,1113.836835,No data,0,104.4047089
Depressive disorders,LBR,Male,2015,5959.189176,No data,No data,699.6629469,No data,0,70.18363953
Depressive disorders,LBY,Male,2015,18814.60467,No data,No data,7867.515731,No data,0,0
Depressive disorders,LTU,Male,2015,8672.343436,No data,No data,14263.96458,No data,0,920
Depressive disorders,LUX,Male,2015,1246.45772,No data,No data,105462.0126,Psychiatrists,17.8,5422
Depressive disorders,MDG,Male,2015,47467.35975,No data,No data,455.6380346,No data,0,22.81040573
Depressive disorders,MWI,Male,2015,26231.00622,No data,No data,544.2768727,No data,0,35.27587891
Depressive disorders,MYS,Male,2015,70504.61674,No data,No data,9699.600463,No data,0,370.7195435
Depressive disorders,MDV,Male,2015,959.8416824,No data,No data,9480.431514,No data,0,823
Depressive disorders,MLI,Male,2015,22704.54532,No data,No data,723.5042049,No data,0,29.7465477
Depressive disorders,MLT,Male,2015,830.9876327,No data,No data,24921.71418,No data,0,2243
Depressive disorders,MHL,Male,2015,106.3556724,No data,No data,3703.649059,No data,0,571.2527466
Depressive disorders,MRT,Male,2015,5652.113062,No data,No data,1562.726836,No data,0,57.40904617
Depressive disorders,MUS,Male,2015,3144.029489,No data,No data,9507.871337,No data,0,515.3724365
Depressive disorders,MEX,Male,2015,202785.9688,No data,No data,10098.17318,No data,0,558.1651001
Depressive disorders,FSM,Male,2015,205.2488652,No data,No data,2891.322103,No data,0,359.7853699
Depressive disorders,MDA,Male,2015,8754.395264,No data,No data,2749.913038,Psychiatrists,4.6,186
Depressive disorders,MDA,Male,2015,8754.395264,No data,No data,2749.913038,Nurses,14.8,186
Depressive disorders,MDA,Male,2015,8754.395264,No data,No data,2749.913038,Social workers,0.5,186
Depressive disorders,MDA,Male,2015,8754.395264,No data,No data,2749.913038,Psychologists,0.9,186
Depressive disorders,MNG,Male,2015,7728.54696,No data,No data,3919.351213,No data,0,165.8491516
Depressive disorders,MNE,Male,2015,1084.41956,No data,No data,6517.192675,No data,0,577
Depressive disorders,MAR,Male,2015,141295.285,No data,No data,3139.228271,No data,0,162.5098114
Depressive disorders,MOZ,Male,2015,51390.92276,No data,No data,603.8385138,No data,0,39.91206741
Depressive disorders,MMR,Male,2015,62277.91988,No data,No data,1159.340201,No data,0,63
Depressive disorders,NAM,Male,2015,4774.01664,No data,No data,4965.672765,No data,0,495.6297913
Depressive disorders,NPL,Male,2015,58539.04111,No data,No data,882.3076634,No data,0,47
Depressive disorders,NLD,Male,2015,39386.27935,No data,No data,45193.40322,Psychiatrists,20.9,4677
Depressive disorders,NLD,Male,2015,39386.27935,No data,No data,45193.40322,Psychologists,123.5,4677
Depressive disorders,NZL,Male,2015,10102.88352,No data,No data,38630.72659,No data,0,3600.956299
Depressive disorders,NIC,Male,2015,10541.60384,No data,No data,2025.321432,No data,0,161.2770081
Depressive disorders,NER,Male,2015,26446.03789,No data,No data,481.1113011,No data,0,25.72568893
Depressive disorders,NGA,Male,2015,351385.9567,No data,No data,2679.554223,No data,0,96.28328705
Depressive disorders,MKD,Male,2015,3497.004428,No data,No data,4861.55616,No data,0,303
Depressive disorders,MNP,Male,2015,112.6133256,No data,No data,0,No data,0,0
Depressive disorders,NOR,Male,2015,12654.51637,No data,No data,74809.9658,No data,0,7566
Depressive disorders,OMN,Male,2015,15080.3314,No data,No data,18777.43306,Psychiatrists,1.7,765.7853394
Depressive disorders,OMN,Male,2015,15080.3314,No data,No data,18777.43306,Nurses,3,765.7853394
Depressive disorders,OMN,Male,2015,15080.3314,No data,No data,18777.43306,Psychologists,0.8,765.7853394
Depressive disorders,PAK,Male,2015,299667.7597,No data,No data,1421.835278,No data,0,35.0121994
Depressive disorders,PAN,Male,2015,6762.209175,No data,No data,13669.55944,No data,0,982.7939453
Depressive disorders,PNG,Male,2015,16440.45194,No data,No data,2502.073445,No data,0,45.50782776
Depressive disorders,PRY,Male,2015,10313.59387,No data,No data,5861.401895,No data,0,392.2241821
Depressive disorders,PER,Male,2015,42404.76396,No data,No data,6180.119268,No data,0,310.266449
Depressive disorders,PHL,Male,2015,153488.7183,No data,No data,2974.296917,No data,0,116
Depressive disorders,POL,Male,2015,69409.97707,No data,No data,12560.05142,No data,0,804
Depressive disorders,PRT,Male,2015,28912.85342,No data,No data,19250.10654,No data,0,1791
Depressive disorders,PRI,Male,2015,8179.673601,No data,No data,29763.4883,No data,0,0
Depressive disorders,QAT,Male,2015,12539.78659,No data,No data,66984.9102,No data,0,2435.445068
